,name
2002,"MW 2003 400071 Barc Quarters,Postal Colony Road,Chembur"
2003,"MW 2004 400071 Garib Bharat Sangh,N G Acharya Marg, Behind Building No. 6,Subhash Nagar,  ,Chembur Congested Area"
2004,"MW 2005 400071 New Punjabi Chawl,P L Lokhande Marg,Near Gurudwara,Chembur Congested Area"
2005,"MW 2006 400071 S V Patel Nagar Sra,Vashi Naka,Chembur"
2006,"MW 2007 400071 Subhash Nagar,Subhash Nagar Road,Chembur"
2007,"MW 2008 400071 Parvati Palace, Shivpuri Colony,Near Vodafone Showroom,S T Road,Chembur"
2008,"MW 2009 400071 M.S. Patil Wadi,Near Shankuntal Store,Khardev Nagar, Ghatla,Chembur Mumbai Congested Area"
2009,"MW 2010 400071 Chandroday Society,Near Ajinkya Tara Bldg.,Chembur"
2010,"MW 2011 400071 Under Tata Power Line,S G Barve Marg, Basant Nagar,Thakkar Bappa Colony,Chembur Congested Area"
2011,"MW 2012 400071 Kamal Shraddha Chs.,Chheda Nagar,Chembur"
2012,"MW 2013 400071 Adarsh Nagar No. 2,Hanuman Temple,Shell Colony,Chembur Congested Area"
2013,"MW 2014 400071 Shramik Kamgar Soc,Khardeo Nagar,Buddh Vihar,Chembur Congested Area"
2014,"MW 2015 400071 Diamond Garden,Tilak Niwas,Near Ribbons & Baloons Cacke Shop,Chembur"
2015,"MW 2016 400071 Nagesh Patil Wadi,Near Bmc School,Opp Chembur Karnataka Hiigh School Khardeo Nagar,Chembur Congested Area"
2016,"MW 2017 400071 Galli No. 2,Yeshu Nagar,Shree Krishna Mitra Mandal,Chembur Congested Area"
2017,"MW 2018 400071 H P Nagar,Mysore Colony,Chembur"
2018,"MW 2019 400071 Galli No. 32,Indira Nagar,Baug No. 2 Swami Vivekanand Maruti School,Thakkar Bappa Colony Chembur Congested Area"
2019,"MW 2020 400071 Shramjivi Nagar 39,Near Kamal Beer Bar,Shell Colony Road,Chembur Congested Area"
2020,"MW 2021 400071 Transit Camp,Opp Kamal Hotel,Chembur Congested Area"
2021,"MW 2022 400071 Balkrishna Building,Plot 94/C,N G Acharya Marg, Opp Krishna Sweets,Chembur"
2022,"MW 2023 400071 Nepali Galli,Shivshakti Nagar,Collector Colony,Chembur Congested Area"
2023,"MW 2024 400071 Shramjivi Nagar Soc,Opp Vitthal Rukhmini Road,Ghatla Village,Chembur Congested Area"
2024,"MW 2025 400071 Panchsheel Nagar,Tilak Nagar Road No. 3,Near Jai Ambe Kirana Stores,Chembur Congested Area"
2025,"MW 2026 400071 Dhanwantri Medical Stores,Sanjay Smruti,N G Acharya Marg,Chembur Congested Area"
2026,"MW 2027 400071 Near Fish Market,Patil Shop,Mahul Village,Chembur Congested Area"
2027,"MW 2028 400071 Harikunj- B,Sindh Society,Chembur"
2028,"MW 2029 400071 Jai Ambe Chs,Behind Raga Building,Opp Postal Colony, Eastern Express Highway,Chembur Congested Area"
2029,"MW 2030 400071 Arvind Patil Wadi,Near Suvarna,Ghatla,Chembur Congested Area"
2030,"MW 2031 400071 Shri Sai Shraddha Chs,Vasalatai Naik Nagar,Near Kurla Signal,Chembur Congested Area"
2031,"MW 2032 400071 Subhedar Ambedkar,Lal Dongar Hindu Society,Near Bmc Scheel,Chembur Congested Area"
2032,"MW 2033 400071 Thakkar Bappa Colony,,Chembur Congested Area"
2033,"MW 2034 400071 Galli No 1 To 9 Anand Nagar, Opp Acharya College,Subhash Nagar,N G Acharya Marg,Chembur Congested Area"
2034,"MW 2035 400071 Shramjivi Nagar,Postal Colony,Near Service Road,Chembur Congested Area"
2035,"MW 2036 400071 Siddharth Colony,Chembur Naka,Chembur Congested Area"
2036,"MW 2037 400071 6Th Indraprasth Quest Chs,Khardeo Nagar,Chembur"
2037,"MW 2038 400071 Saideep 11,Sindhi Soc,Near Swami Vivekanand School,Chembur"
2038,"MW 2039 400071 Sainath Nagar Chs,15Th Road,Amedkar Garden,Chembur"
2039,"MW 2040 400071 Ahilyabai Holkar Soc,New Buddh Mandir,Chembur Congested Area"
2040,"MW 2041 400071 Chembur Police Colony,,Chembur"
2041,"MW 2042 400071 Godrej Prime,Shell Colony,Chembur"
2042,"MW 2043 400071 Anil Shanti Chs.,N G Acharya Marg,Chembur"
2043,"MW 2044 400071 Pandey Chawl,Near Old Hanuman Mandir,,Chembur Congested Area"
2044,"MW 2045 400071 Shahid Annabhau Sathe Nagar,Opp. Charai Smashan Bhumi,Chembur Congested Area"
2045,"MW 2046 400071 Sambhaji Nagar,Near Hanuman Mandir,Chembur Congested Area"
2046,"MW 2047 400071 Patra Chawl,Tilak Nagar,Chembur Congested Area"
2047,"MW 2048 400071 Diamond Bldg.,Chedda Nagar, Near Amrut Grain Store,Tilak Nagar, Chembur, Mumbai,Chembur"
2048,"MW 2049 400071 Mm Bldg. No. 314,Shramjivi Nagar, Chembur, Mumbai,Chembur"
2049,"MW 2050 400074 Collector Colony,Shivshakti Nagar, Near Bmc School,Chembur Congested Area"
2050,"MW 2051 400074 Vaishali Building No. B, Pragati Society,Opp.Eastern Express Highway,Chembur"
2051,"MW 2052 400074 Indira Nagar,C G Marg,Chembur Congested Area"
2052,"MW 2053 400074 Borla Society,Chembur Camp,Opp. Cubic Mall,Chembur"
2053,"MW 2054 400074 Old Chembur Camp,,Chembur Congested Area"
2054,"MW 2055 400074 Shivshakti Nagar,Vashi Naka Railway Crossing,,Mahul Road,Chembur"
2055,"MW 2056 400074 Siddharth Colony,P P Khare Plot,Chembur Congested Area"
2056,"MW 2057 400074 M-22, Opp. Navjeevan Society,R C Marg,Vijay Nagar,Chembur Congested Area"
2057,"MW 2058 400074 Patel Nagar,Vashi Naka,Chembur Congested Area"
2058,"MW 2059 400074 Old Barrack No. 2,R.C. Marg, Chembur,Mumbai,Chembur Congested Area"
2059,"MW 2060 400074 Sundaram Building,Maroli Church,Near Ashish Theatre,Chembur"
2060,"MW 2061 400074 Mukund Nagar,Vashi Naka,Chembur Congested Area"
2061,"MW 2062 400074 Arondaya Soc.,Tilak Nagar,Chembur"
2062,"MW 2063 400074 A Wing,Sai Krupa Chs,Vashi Naka,Chembur"
2063,"MW 2064 400074 Navjivan Soc.,Opp Kokan Nagar,Chembur"
2064,"MW 2065 400074 Gulbarg Soc,Mukund Nagar,Railway Crossing Vashi Naka,Chembur"
2065,"MW 2066 400074 Near National Sarode School,Indira Nagar,R C Marg,Chembur Congested Area"
2066,"MW 2067 400074 T-48/6,Old Barrack,Chembur Colony,Chembur Congested Area"
2067,"MW 2068 400074 Islampura, Laxmi Nagar,Mahul Road,Near Railway Track,Chembur Congested Area"
2068,"MW 2069 400074 Samarth Ashok Nagar No 1 And 2, Behind Ambedkar Statue,Navjeevan Society,R C Marg,Chembur Congested Area"
2069,"MW 2070 400074 S V Patel Nagar,Sharad Nagar,Vashi Naka,Chembur Congested Area"
2070,"MW 2071 400074 Dr Ambedkar Chawl,Samarth Nagar Suman Nagar,Near Sion Tromba Road,Chembur Congested Area"
2071,"MW 2072 400074 Mahul Gaon,Mahul Sra,Mahul Colony,Chembur"
2072,"MW 2073 400074 Mhahul Mhada,,Chembur"
2073,"MW 2074 400075 R C Barrack,Near Lal Mithi Garden, Chembur Camp,Chembur Congested Area"
2074,"MW 2075 400089 Sukhshanti Chawl,P L Lokhande Marg,Mukund Nagar,Chembur Congested Area"
2075,"MW 2076 400089 Opp. Ayushi Super Market,,Chembur"
2076,"MW 2077 400089 Tilak Nagar,Near Sai Baba Temple,Chembur"
2077,"MW 2078 400089 Sukh Sagar Chs.,Tilak Nagar,Chembur, "
2078,"MW 2079 400089 Gangotri Chs,Tilak Nagar,Chembur"
2079,"MW 2080 400089 Panchsheel Building,Amar Mahal, Near Estern Express Highway,Chembur"
2080,"MW 2081 400089 Ramabai Colony,Amar Mitra Mandal,P L Lokhande Marg,Chembur Congested Area"
2081,"MW 2082 400089 Bmc Quarters,P L Lokhande Marg,Chembur"
2082,"MW 2083 400089 Balaji Chawl, Utkarsh Nagar,Nagewadi,P L Lokhande Marg,Chembur Congested Area"
2083,"MW 2084 400089 Dinbandhu Chawl,P L Lokhande Marg,Quadariya Nagar,Chembur Congested Area"
2084,"MW 2085 400089 Barve Chawl Ramabai Colony, Satyam Galli Vajir Baba Galli,Raul Galli Near Navchintan Buddha Vihar,P Y Thorat Marg,Chembur Congested Area"
2085,"MW 2086 400089 Mahatma Phule Nagar 2, Jagtap Chawl Sathe Galli,Malekarwadi, P L Lokhande Marg,Chembur Congested Area"
2086,"MW 2087 400089 Chawl No 0 To 10 Janta Nagar Chawl No 4,V K Krishnan Menon Nagar,P Y Thorat Marg,Chembur Congested Area"
2087,"MW 2088 400089 Pestom Sagar Road No.4,Near Sawaswati Dugdhalay, Opp. Krishna Pan Bidi Shop,,Chembur Congested Area"
2088,"N 2089 400071 Adhya Shukla Chawl,Near Mahalakshmi Sweets,Parshiwadi Ghatkopar West Congested Area"
2089,"N 2090 400071 Best Quarters,Near Ghatkopar Bus Depot,Ghatkopar East"
2090,"N 2091 400071 Jay Gayatri Society,Vallabh Baug Lane,Ghatkopar East"
2091,"N 2092 400075 Yashodhara Chawl, Nalanda Nagar,Eastern Express Highway,Db Pawar Chowk,Ramabai Colony Congested Area"
2092,"N 2093 400075 Saraswati Chawl,Nr. Bmc School,Nr. Mutthu Mari Mandir,Kamraj Nagar, Ghatkopar East Congested Area"
2093,"N 2094 400075 Vishnu Building,Dakshata Police Colony,Eastern Express Highway,Near Post Office,Ramabai Colony,Ghatkopar East"
2094,"N 2095 400075 Best Officer Quarter,Ghatkopar Andherei Link Road,Near Ghatkopar Bus Depot,Laxmi Nagar,Ganesh Nagar"
2095,"N 2096 400075 Mhada Colony,Laxmi Nagar,Near Ganesh Nagar Hp,Ghatkopar East"
2096,"N 2097 400075 Railway Police Colony,Pant Nagar,Near Police Ground,Ghatkopar East"
2097,"N 2098 400075 90 Feet Road,Near Police Station,Pant Nagar Ghatkopar East"
2098,"N 2099 400075 90 Feet Road,Near Police Station,Pant Nagar Ghatkopar"
2099,"N 2100 400075 Ashok Samrath Chawl,Eastern Express Highway,Near Ganpati Mandir,Ramabai Colony Ghatkopar East Congested Area"
2100,"N 2101 400075 Prabhat Nagar,Eastern Express Highway,Behind Ramai School & Navnit Mitra Mandal,Ramabai Colony Ghatkopar East Congested Area"
2101,"N 2102 400075 Datta Digamber Society,Datta Mandir Road,Gauri Shankar Wadi No 1,Ghatkopar East Congested Area"
2102,"N 2103 400077 Om Sai Ganesh Soc,Kamraj Nagar Road,Near Transit Camp,Kamraj Nagar Ghatkopar East"
2103,"N 2104 400077 Sainath Chawl,Char Chali Road,Dp Pawar Chowk Opp. Shankar Mandir,Ramabai Ambedkar Nagar Ghatkopar E Congested Area"
2104,"N 2105 400077 Neelkanth Dhara,Barister Naithpai Road,Opp. Lavender Baug,Ghatkopar East"
2105,"N 2106 400077 Neelkanth Kunj,Barriester Nathpai Last Lane,Opp.Pushpavihar Hotel,Ghatkopar East"
2106,"N 2107 400077 Neelkant Regent,Ramnarayan Narkar Marg,Opp. Tea Villa Cafe,Ghatkopar East"
